category,jsd,1-jsd,cosine
ethical,0.46465556025916926,0.5353444397408308,0.6339743577025444
happiness,0.3171164580786277,0.6828835419213722,0.7308869525761396
political_culture,0.582956405404677,0.417043594595323,0.4025576198364122
social_capital,0.37908825825476844,0.6209117417452314,0.6544786301371428
